No se encuentra la base de datos indicada.﻿0
Fecha|Valor
1959-01-01 00:00:00|599.0
1959-01-02 00:00:00|603.0
1959-01-03 00:00:00|538.0
1959-01-04 00:00:00|457.0
1959-01-05 00:00:00|441.0
1959-01-06 00:00:00|388.0
1959-01-07 00:00:00|356.0
1959-01-08 00:00:00|329.0
1959-01-09 00:00:00|300.0
1959-01-10 00:00:00|288.0
1959-01-11 00:00:00|265.0
1959-01-12 00:00:00|259.0
1959-01-13 00:00:00|247.0
1959-01-14 00:00:00|233.0
1959-01-15 00:00:00|219.0
1959-01-16 00:00:00|206.0
1959-01-17 00:00:00|201.0
1959-01-18 00:00:00|191.0
1959-01-19 00:00:00|186.0
1959-01-20 00:00:00|182.0
1959-01-21 00:00:00|191.0
1959-01-22 00:00:00|213.0
1959-01-23 00:00:00|260.0
1959-01-24 00:00:00|269.0
1959-01-25 00:00:00|274.0
1959-01-26 00:00:00|305.0
1959-01-27 00:00:00|326.0
1959-01-28 00:00:00|328.0
1959-01-29 00:00:00|320.0
1959-01-30 00:00:00|283.0
1959-01-31 00:00:00|248.0
1959-02-01 00:00:00|235.0
1959-02-02 00:00:00|219.0
1959-02-03 00:00:00|218.0
1959-02-04 00:00:00|213.0
1959-02-05 00:00:00|263.0
1959-02-06 00:00:00|245.0
1959-02-07 00:00:00|213.0
1959-02-08 00:00:00|190.0
1959-02-09 00:00:00|188.0
1959-02-10 00:00:00|179.0
1959-02-11 00:00:00|168.0
1959-02-12 00:00:00|164.0
1959-02-13 00:00:00|159.0
1959-02-14 00:00:00|149.0
1959-02-15 00:00:00|142.0
1959-02-16 00:00:00|135.0
1959-02-17 00:00:00|138.0
1959-02-18 00:00:00|135.0
1959-02-19 00:00:00|135.0
1959-02-20 00:00:00|150.0
1959-02-21 00:00:00|159.0
1959-02-22 00:00:00|144.0
1959-02-23 00:00:00|140.0
1959-02-24 00:00:00|138.0
1959-02-25 00:00:00|138.0
1959-02-26 00:00:00|140.0
1959-02-27 00:00:00|137.0
1959-02-28 00:00:00|134.0
1959-03-01 00:00:00|129.0
1959-03-02 00:00:00|127.0
1959-03-03 00:00:00|120.0
1959-03-04 00:00:00|132.0
1959-03-05 00:00:00|147.0
1959-03-06 00:00:00|152.0
1959-03-07 00:00:00|145.0
1959-03-08 00:00:00|140.0
1959-03-09 00:00:00|139.0
1959-03-10 00:00:00|152.0
1959-03-11 00:00:00|146.0
1959-03-12 00:00:00|149.0
1959-03-13 00:00:00|144.0
1959-03-14 00:00:00|168.0
1959-03-15 00:00:00|198.0
1959-03-16 00:00:00|183.0
1959-03-17 00:00:00|176.0
1959-03-18 00:00:00|168.0
1959-03-19 00:00:00|155.0
1959-03-20 00:00:00|153.0
1959-03-21 00:00:00|144.0
1959-03-22 00:00:00|142.0
1959-03-23 00:00:00|140.0
1959-03-24 00:00:00|128.0
1959-03-25 00:00:00|131.0
1959-03-26 00:00:00|122.0
1959-03-27 00:00:00|123.0
1959-03-28 00:00:00|128.0
1959-03-29 00:00:00|129.0
1959-03-30 00:00:00|128.0
1959-03-31 00:00:00|134.0
1959-04-01 00:00:00|128.0
1959-04-02 00:00:00|128.0
1959-04-03 00:00:00|139.0
1959-04-04 00:00:00|150.0
1959-04-05 00:00:00|163.0
1959-04-06 00:00:00|153.0
1959-04-07 00:00:00|162.0
1959-04-08 00:00:00|190.0
1959-04-09 00:00:00|164.0
1959-04-10 00:00:00|139.0
1959-04-11 00:00:00|135.0
1959-04-12 00:00:00|129.0
1959-04-13 00:00:00|126.0
1959-04-14 00:00:00|122.0
1959-04-15 00:00:00|144.0
1959-04-16 00:00:00|131.0
1959-04-17 00:00:00|133.0
1959-04-18 00:00:00|179.0
1959-04-19 00:00:00|157.0
1959-04-20 00:00:00|175.0
1959-04-21 00:00:00|192.0
1959-04-22 00:00:00|175.0
1959-04-23 00:00:00|191.0
1959-04-24 00:00:00|216.0
1959-04-25 00:00:00|262.0
1959-04-26 00:00:00|329.0
1959-04-27 00:00:00|352.0
1959-04-28 00:00:00|402.0
1959-04-29 00:00:00|346.0
1959-04-30 00:00:00|299.0
1959-05-01 00:00:00|262.0
1959-05-02 00:00:00|272.0
1959-05-03 00:00:00|282.0
1959-05-04 00:00:00|356.0
1959-05-05 00:00:00|409.0
1959-05-06 00:00:00|532.0
1959-05-07 00:00:00|577.0
1959-05-08 00:00:00|540.0
1959-05-09 00:00:00|540.0
1959-05-10 00:00:00|527.0
1959-05-11 00:00:00|521.0
1959-05-12 00:00:00|510.0
1959-05-13 00:00:00|458.0
1959-05-14 00:00:00|402.0
1959-05-15 00:00:00|358.0
1959-05-16 00:00:00|335.0
1959-05-17 00:00:00|318.0
1959-05-18 00:00:00|292.0
1959-05-19 00:00:00|277.0
1959-05-20 00:00:00|268.0
1959-05-21 00:00:00|263.0
1959-05-22 00:00:00|320.0
1959-05-23 00:00:00|315.0
1959-05-24 00:00:00|324.0
1959-05-25 00:00:00|294.0
1959-05-26 00:00:00|272.0
1959-05-27 00:00:00|251.0
1959-05-28 00:00:00|233.0
1959-05-29 00:00:00|220.0
1959-05-30 00:00:00|296.0
1959-05-31 00:00:00|262.0
1959-06-01 00:00:00|248.0
1959-06-02 00:00:00|236.0
1959-06-03 00:00:00|262.0
1959-06-04 00:00:00|262.0
1959-06-05 00:00:00|263.0
1959-06-06 00:00:00|265.0
1959-06-07 00:00:00|381.0
1959-06-08 00:00:00|481.0
1959-06-09 00:00:00|500.0
1959-06-10 00:00:00|513.0
1959-06-11 00:00:00|480.0
1959-06-12 00:00:00|427.0
1959-06-13 00:00:00|425.0
1959-06-14 00:00:00|427.0
1959-06-15 00:00:00|420.0
1959-06-16 00:00:00|438.0
1959-06-17 00:00:00|418.0
1959-06-18 00:00:00|400.0
1959-06-19 00:00:00|366.0
1959-06-20 00:00:00|386.0
1959-06-21 00:00:00|425.0
1959-06-22 00:00:00|427.0
1959-06-23 00:00:00|407.0
1959-06-24 00:00:00|376.0
1959-06-25 00:00:00|376.0
1959-06-26 00:00:00|328.0
1959-06-27 00:00:00|310.0
1959-06-28 00:00:00|294.0
1959-06-29 00:00:00|338.0
1959-06-30 00:00:00|359.0
1959-07-01 00:00:00|368.0
1959-07-02 00:00:00|334.0
1959-07-03 00:00:00|326.0
1959-07-04 00:00:00|348.0
1959-07-05 00:00:00|399.0
1959-07-06 00:00:00|409.0
1959-07-07 00:00:00|331.0
1959-07-08 00:00:00|291.0
1959-07-09 00:00:00|300.0
1959-07-10 00:00:00|311.0
1959-07-11 00:00:00|289.0
1959-07-12 00:00:00|260.0
1959-07-13 00:00:00|256.0
1959-07-14 00:00:00|256.0
1959-07-15 00:00:00|233.0
1959-07-16 00:00:00|226.0
1959-07-17 00:00:00|209.0
1959-07-18 00:00:00|203.0
1959-07-19 00:00:00|199.0
1959-07-20 00:00:00|199.0
1959-07-21 00:00:00|254.0
1959-07-22 00:00:00|241.0
1959-07-23 00:00:00|212.0
1959-07-24 00:00:00|191.0
1959-07-25 00:00:00|250.0
1959-07-26 00:00:00|241.0
1959-07-27 00:00:00|256.0
1959-07-28 00:00:00|220.0
1959-07-29 00:00:00|212.0
1959-07-30 00:00:00|201.0
1959-07-31 00:00:00|184.0
1959-08-01 00:00:00|175.0
1959-08-02 00:00:00|162.0
1959-08-03 00:00:00|154.0
1959-08-04 00:00:00|149.0
1959-08-05 00:00:00|147.0
1959-08-06 00:00:00|155.0
1959-08-07 00:00:00|176.0
1959-08-08 00:00:00|163.0
1959-08-09 00:00:00|144.0
1959-08-10 00:00:00|134.0
1959-08-11 00:00:00|133.0
1959-08-12 00:00:00|123.0
1959-08-13 00:00:00|123.0
1959-08-14 00:00:00|123.0
1959-08-15 00:00:00|129.0
1959-08-16 00:00:00|144.0
1959-08-17 00:00:00|138.0
1959-08-18 00:00:00|127.0
1959-08-19 00:00:00|128.0
1959-08-20 00:00:00|123.0
1959-08-21 00:00:00|122.0
1959-08-22 00:00:00|120.0
1959-08-23 00:00:00|115.0
1959-08-24 00:00:00|108.0
1959-08-25 00:00:00|104.0
1959-08-26 00:00:00|101.0
1959-08-27 00:00:00|98.0
1959-08-28 00:00:00|93.0
1959-08-29 00:00:00|96.0
1959-08-30 00:00:00|113.0
1959-08-31 00:00:00|139.0
1959-09-01 00:00:00|159.0
1959-09-02 00:00:00|140.0
1959-09-03 00:00:00|128.0
1959-09-04 00:00:00|129.0
1959-09-05 00:00:00|131.0
1959-09-06 00:00:00|134.0
1959-09-07 00:00:00|125.0
1959-09-08 00:00:00|110.0
1959-09-09 00:00:00|105.0
1959-09-10 00:00:00|100.0
1959-09-11 00:00:00|128.0
1959-09-12 00:00:00|127.0
1959-09-13 00:00:00|118.0
1959-09-14 00:00:00|107.0
1959-09-15 00:00:00|112.0
1959-09-16 00:00:00|122.0
1959-09-17 00:00:00|131.0
1959-09-18 00:00:00|128.0
1959-09-19 00:00:00|121.0
1959-09-20 00:00:00|110.0
1959-09-21 00:00:00|104.0
1959-09-22 00:00:00|97.0
1959-09-23 00:00:00|98.0
1959-09-24 00:00:00|93.0
1959-09-25 00:00:00|89.0
1959-09-26 00:00:00|89.0
1959-09-27 00:00:00|86.0
1959-09-28 00:00:00|83.0
1959-09-29 00:00:00|80.0
1959-09-30 00:00:00|80.0
1959-10-01 00:00:00|89.0
1959-10-02 00:00:00|111.0
1959-10-03 00:00:00|115.0
1959-10-04 00:00:00|107.0
1959-10-05 00:00:00|101.0
1959-10-06 00:00:00|97.0
1959-10-07 00:00:00|100.0
1959-10-08 00:00:00|113.0
1959-10-09 00:00:00|114.0
1959-10-10 00:00:00|118.0
1959-10-11 00:00:00|131.0
1959-10-12 00:00:00|128.0
1959-10-13 00:00:00|183.0
1959-10-14 00:00:00|253.0
1959-10-15 00:00:00|364.0
1959-10-16 00:00:00|351.0
1959-10-17 00:00:00|313.0
1959-10-18 00:00:00|286.0
1959-10-19 00:00:00|269.0
1959-10-20 00:00:00|305.0
1959-10-21 00:00:00|320.0
1959-10-22 00:00:00|278.0
1959-10-23 00:00:00|277.0
1959-10-24 00:00:00|283.0
1959-10-25 00:00:00|274.0
1959-10-26 00:00:00|299.0
1959-10-27 00:00:00|338.0
1959-10-28 00:00:00|331.0
1959-10-29 00:00:00|310.0
1959-10-30 00:00:00|294.0
1959-10-31 00:00:00|277.0
1959-11-01 00:00:00|262.0
1959-11-02 00:00:00|238.0
1959-11-03 00:00:00|223.0
1959-11-04 00:00:00|203.0
1959-11-05 00:00:00|191.0
1959-11-06 00:00:00|186.0
1959-11-07 00:00:00|190.0
1959-11-08 00:00:00|192.0
1959-11-09 00:00:00|209.0
