No se encuentra la base de datos indicada.﻿0
Fecha|Valor
1994-01-01 00:00:00|12.9
1994-01-02 00:00:00|12.66
1994-01-03 00:00:00|12.42
1994-01-04 00:00:00|12.26
1994-01-05 00:00:00|12.26
1994-01-06 00:00:00|12.42
1994-01-07 00:00:00|12.26
1994-01-08 00:00:00|12.26
1994-01-09 00:00:00|12.1
1994-01-10 00:00:00|12.26
1994-01-11 00:00:00|12.42
1994-01-12 00:00:00|12.58
1994-01-13 00:00:00|41.78
1994-01-14 00:00:00|22.08
1994-01-15 00:00:00|18.26
1994-01-16 00:00:00|16.97
1994-01-17 00:00:00|14.9
1994-01-18 00:00:00|12.1
1994-01-19 00:00:00|12.1
1994-01-20 00:00:00|12.1
1994-01-21 00:00:00|12.1
1994-01-22 00:00:00|12.18
1994-01-23 00:00:00|12.1
1994-01-24 00:00:00|12.26
1994-01-25 00:00:00|12.5
1994-01-26 00:00:00|12.66
1994-01-27 00:00:00|12.34
1994-01-28 00:00:00|12.82
1994-01-29 00:00:00|12.18
1994-01-30 00:00:00|12.1
1994-01-31 00:00:00|12.1
1994-02-01 00:00:00|12.1
1994-02-02 00:00:00|12.26
1994-02-03 00:00:00|12.5
1994-02-04 00:00:00|12.66
1994-02-05 00:00:00|12.34
1994-02-06 00:00:00|12.82
1994-02-07 00:00:00|12.18
1994-02-08 00:00:00|12.18
1994-02-09 00:00:00|12.1
1994-02-10 00:00:00|12.1
1994-02-11 00:00:00|12.34
1994-02-12 00:00:00|12.42
1994-02-13 00:00:00|12.1
1994-02-14 00:00:00|12.26
1994-02-15 00:00:00|12.1
1994-02-16 00:00:00|12.5
1994-02-17 00:00:00|12.34
1994-02-18 00:00:00|12.1
1994-02-19 00:00:00|12.18
1994-02-20 00:00:00|12.5
1994-02-21 00:00:00|12.5
1994-02-22 00:00:00|12.26
1994-02-23 00:00:00|12.82
1994-02-24 00:00:00|12.9
1994-02-25 00:00:00|13.22
1994-02-26 00:00:00|12.82
1994-02-27 00:00:00|12.42
1994-02-28 00:00:00|13.46
1994-03-01 00:00:00|13.14
1994-03-02 00:00:00|12.98
1994-03-03 00:00:00|12.66
1994-03-04 00:00:00|12.5
1994-03-05 00:00:00|12.18
1994-03-06 00:00:00|12.5
1994-03-07 00:00:00|12.34
1994-03-08 00:00:00|12.18
1994-03-09 00:00:00|7.41
1994-03-10 00:00:00|7.28
1994-03-11 00:00:00|7.14
1994-03-12 00:00:00|6.34
1994-03-13 00:00:00|6.11
1994-03-14 00:00:00|5.94
1994-03-15 00:00:00|6.23
1994-03-16 00:00:00|6.34
1994-03-17 00:00:00|7.41
1994-03-18 00:00:00|7.14
1994-03-19 00:00:00|6.11
1994-03-20 00:00:00|6.06
1994-03-21 00:00:00|5.65
1994-03-22 00:00:00|6.76
1994-03-23 00:00:00|10.72
1994-03-24 00:00:00|10.88
1994-03-25 00:00:00|9.03
1994-03-26 00:00:00|11.35
1994-03-27 00:00:00|9.33
1994-03-28 00:00:00|12.5
1994-03-29 00:00:00|13.1
1994-03-30 00:00:00|16.92
1994-03-31 00:00:00|17.24
1994-04-01 00:00:00|14.22
1994-04-02 00:00:00|18.0
1994-04-03 00:00:00|30.7
1994-04-04 00:00:00|16.99
1994-04-05 00:00:00|14.68
1994-04-06 00:00:00|26.18
1994-04-07 00:00:00|19.59
1994-04-08 00:00:00|15.44
1994-04-09 00:00:00|13.89
1994-04-10 00:00:00|13.26
1994-04-11 00:00:00|11.96
1994-04-12 00:00:00|14.97
1994-04-13 00:00:00|18.16
1994-04-14 00:00:00|18.89
1994-04-15 00:00:00|15.78
1994-04-16 00:00:00|12.5
1994-04-17 00:00:00|12.45
1994-04-18 00:00:00|23.11
1994-04-19 00:00:00|25.62
1994-04-20 00:00:00|28.24
1994-04-21 00:00:00|16.27
1994-04-22 00:00:00|14.89
1994-04-23 00:00:00|12.58
1994-04-24 00:00:00|11.59
1994-04-25 00:00:00|22.86
1994-04-26 00:00:00|15.63
1994-04-27 00:00:00|17.74
1994-04-28 00:00:00|15.54
1994-04-29 00:00:00|33.7
1994-04-30 00:00:00|51.02
1994-05-01 00:00:00|46.52
1994-05-02 00:00:00|33.87
1994-05-03 00:00:00|25.69
1994-05-04 00:00:00|23.9
1994-05-05 00:00:00|20.92
1994-05-06 00:00:00|23.05
1994-05-07 00:00:00|20.13
1994-05-08 00:00:00|27.67
1994-05-09 00:00:00|19.27
1994-05-10 00:00:00|19.99
1994-05-11 00:00:00|16.61
1994-05-12 00:00:00|16.93
1994-05-13 00:00:00|19.47
1994-05-14 00:00:00|15.24
1994-05-15 00:00:00|15.91
1994-05-16 00:00:00|13.82
1994-05-17 00:00:00|17.55
1994-05-18 00:00:00|23.57
1994-05-19 00:00:00|28.02
1994-05-20 00:00:00|20.56
1994-05-21 00:00:00|15.73
1994-05-22 00:00:00|14.53
1994-05-23 00:00:00|14.94
1994-05-24 00:00:00|15.85
1994-05-25 00:00:00|22.61
1994-05-26 00:00:00|21.41
1994-05-27 00:00:00|20.43
1994-05-28 00:00:00|18.92
1994-05-29 00:00:00|16.01
1994-05-30 00:00:00|19.77
1994-05-31 00:00:00|40.47
1994-06-01 00:00:00|37.81
1994-06-02 00:00:00|22.62
1994-06-03 00:00:00|18.32
1994-06-04 00:00:00|24.33
1994-06-05 00:00:00|21.46
1994-06-06 00:00:00|18.42
1994-06-07 00:00:00|18.63
1994-06-08 00:00:00|22.73
1994-06-09 00:00:00|16.65
1994-06-10 00:00:00|14.66
1994-06-11 00:00:00|13.54
1994-06-12 00:00:00|12.9
1994-06-13 00:00:00|20.74
1994-06-14 00:00:00|14.33
1994-06-15 00:00:00|14.16
1994-06-16 00:00:00|12.56
1994-06-17 00:00:00|11.58
1994-06-18 00:00:00|11.13
1994-06-19 00:00:00|10.75
1994-06-20 00:00:00|10.45
1994-06-21 00:00:00|21.38
1994-06-22 00:00:00|23.25
1994-06-23 00:00:00|14.93
1994-06-24 00:00:00|16.53
1994-06-25 00:00:00|13.27
1994-06-26 00:00:00|15.97
1994-06-27 00:00:00|15.35
1994-06-28 00:00:00|12.8
1994-06-29 00:00:00|11.89
1994-06-30 00:00:00|11.35
1994-07-01 00:00:00|17.46
1994-07-02 00:00:00|13.06
1994-07-03 00:00:00|11.27
1994-07-04 00:00:00|11.25
1994-07-05 00:00:00|35.7
1994-07-06 00:00:00|18.72
1994-07-07 00:00:00|24.84
1994-07-08 00:00:00|18.68
1994-07-09 00:00:00|14.99
1994-07-10 00:00:00|13.94
1994-07-11 00:00:00|13.06
1994-07-12 00:00:00|12.26
1994-07-13 00:00:00|11.5
1994-07-14 00:00:00|11.05
1994-07-15 00:00:00|10.38
1994-07-16 00:00:00|10.0
1994-07-17 00:00:00|9.63
1994-07-18 00:00:00|9.48
1994-07-19 00:00:00|9.25
1994-07-20 00:00:00|9.93
1994-07-21 00:00:00|12.37
1994-07-22 00:00:00|18.26
1994-07-23 00:00:00|14.86
1994-07-24 00:00:00|13.15
1994-07-25 00:00:00|11.04
1994-07-26 00:00:00|14.4
1994-07-27 00:00:00|12.59
1994-07-28 00:00:00|12.1
1994-07-29 00:00:00|10.22
1994-07-30 00:00:00|9.93
1994-07-31 00:00:00|12.71
1994-08-01 00:00:00|10.98
1994-08-02 00:00:00|9.33
1994-08-03 00:00:00|8.83
1994-08-04 00:00:00|8.63
1994-08-05 00:00:00|8.22
1994-08-06 00:00:00|11.22
1994-08-07 00:00:00|10.57
